X,Y,Z,B0
-0.015,0.02,-0.03,0.0442315
-0.01,0.02,-0.03,0.044206
-0.005,0.02,-0.03,0.044185
0.0,0.02,-0.03,0.044179
0.005,0.02,-0.03,0.044187
0.01,0.02,-0.03,0.044201
0.015,0.02,-0.03,0.044227999999999996
0.02,0.02,-0.03,0.044256000000000004
0.025,0.02,-0.03,0.0443
0.03,0.02,-0.03,0.044346
-0.03,0.025,-0.03,0.04435
-0.025,0.025,-0.03,0.044306
-0.02,0.025,-0.03,0.0442575
-0.015,0.025,-0.03,0.04422425
-0.01,0.025,-0.03,0.044197
-0.005,0.025,-0.03,0.04418975
0.0,0.025,-0.03,0.04418850000000001
0.005,0.025,-0.03,0.044193500000000004
0.01,0.025,-0.03,0.0442145
0.015,0.025,-0.03,0.04423125
0.02,0.025,-0.03,0.04427600000000001
0.025,0.025,-0.03,0.04432233333333334
0.03,0.025,-0.03,0.044366
-0.025,0.03,-0.03,0.044302
-0.02,0.03,-0.03,0.044256000000000004
-0.015,0.03,-0.03,0.044213999999999996
-0.01,0.03,-0.03,0.044196
-0.005,0.03,-0.03,0.0441815
0.0,0.03,-0.03,0.044185
0.005,0.03,-0.03,0.044197
0.01,0.03,-0.03,0.044204
0.015,0.03,-0.03,0.0442365
0.02,0.03,-0.03,0.044284
0.025,0.03,-0.03,0.044333
-0.015,0.035,-0.03,0.044203
-0.01,0.035,-0.03,0.044177999999999995
-0.005,0.035,-0.03,0.044179333333333334
0.0,0.035,-0.03,0.044193
0.005,0.035,-0.03,0.0442
0.01,0.035,-0.03,0.04421900000000001
0.015,0.035,-0.03,0.0442475
0.0,0.04,-0.03,0.044220999999999996
-0.015,-0.04,-0.025,0.0442345
-0.01,-0.04,-0.025,0.044226999999999995
-0.005,-0.04,-0.025,0.04424466666666667
0.0,-0.04,-0.025,0.0442615
0.005,-0.04,-0.025,0.04426666666666667
0.01,-0.04,-0.025,0.044279
0.015,-0.04,-0.025,0.044304500000000004
-0.025,-0.035,-0.025,0.04431975
-0.02,-0.035,-0.025,0.044281333333333325
-0.015,-0.035,-0.025,0.044256166666666666
-0.01,-0.035,-0.025,0.044236000000000004
-0.005,-0.035,-0.025,0.04423428571428572
0.0,-0.035,-0.025,0.044242000000000004
0.005,-0.035,-0.025,0.044252
0.01,-0.035,-0.025,0.044264333333333336
0.015,-0.035,-0.025,0.0442865
0.02,-0.035,-0.025,0.044318666666666666
0.025,-0.035,-0.025,0.04435525
-0.03,-0.03,-0.025,0.044368
-0.025,-0.03,-0.025,0.04432433333333333
-0.02,-0.03,-0.025,0.0442865
-0.015,-0.03,-0.025,0.0442625
-0.01,-0.03,-0.025,0.0442385
-0.005,-0.03,-0.025,0.044227999999999996
0.0,-0.03,-0.025,0.044229500000000005
0.005,-0.03,-0.025,0.044245
0.01,-0.03,-0.025,0.044250500000000005
0.015,-0.03,-0.025,0.0442755
0.02,-0.03,-0.025,0.044298500000000005
0.025,-0.03,-0.025,0.044334
0.03,-0.03,-0.025,0.044368
-0.035,-0.025,-0.025,0.04440625
-0.03,-0.025,-0.025,0.044375
-0.025,-0.025,-0.025,0.04433471428571429
-0.02,-0.025,-0.025,0.044299
-0.015,-0.025,-0.025,0.044271625
-0.01,-0.025,-0.025,0.04424725
-0.005,-0.025,-0.025,0.044236000000000004
0.0,-0.025,-0.025,0.044227749999999996
0.005,-0.025,-0.025,0.044236000000000004
0.01,-0.025,-0.025,0.04424725
0.015,-0.025,-0.025,0.04426875
0.02,-0.025,-0.025,0.04429525
0.025,-0.025,-0.025,0.04433028571428571
0.03,-0.025,-0.025,0.04435833333333333
0.035,-0.025,-0.025,0.04439325
-0.035,-0.02,-0.025,0.04438333333333334
-0.03,-0.02,-0.025,0.0443785
-0.025,-0.02,-0.025,0.04434450000000001
-0.02,-0.02,-0.025,0.0443055
-0.015,-0.02,-0.025,0.04427075
-0.01,-0.02,-0.025,0.044247
-0.005,-0.02,-0.025,0.044239999999999995
0.0,-0.02,-0.025,0.044235000000000003
0.005,-0.02,-0.025,0.044233
0.01,-0.02,-0.025,0.044242000000000004
0.015,-0.02,-0.025,0.044264
0.02,-0.02,-0.025,0.044288
0.025,-0.02,-0.025,0.04432125
0.03,-0.02,-0.025,0.044347500000000005
0.035,-0.02,-0.025,0.044376
-0.04,-0.015,-0.025,0.0444545
-0.035,-0.015,-0.025,0.04441983333333334
-0.03,-0.015,-0.025,0.0443885
-0.025,-0.015,-0.025,0.044351749999999995
-0.02,-0.015,-0.025,0.044316
-0.015,-0.015,-0.025,0.044282125000000006
-0.01,-0.015,-0.025,0.04425725000000001
-0.005,-0.015,-0.025,0.04423925
0.0,-0.015,-0.025,0.04422325
0.005,-0.015,-0.025,0.044227749999999996
0.01,-0.015,-0.025,0.04423225
0.015,-0.015,-0.025,0.044251625
0.02,-0.015,-0.025,0.044275999999999996
0.025,-0.015,-0.025,0.044304
0.03,-0.015,-0.025,0.044334
0.035,-0.015,-0.025,0.044381833333333336
0.04,-0.015,-0.025,0.044421499999999996
-0.04,-0.01,-0.025,0.044454
-0.035,-0.01,-0.025,0.04441933333333333
-0.03,-0.01,-0.025,0.0443815
-0.025,-0.01,-0.025,0.04434500000000001
-0.02,-0.01,-0.025,0.044311500000000004
-0.015,-0.01,-0.025,0.044278500000000005
-0.01,-0.01,-0.025,0.0442595
-0.005,-0.01,-0.025,0.044242500000000004
0.0,-0.01,-0.025,0.0442265
0.005,-0.01,-0.025,0.0442215
0.01,-0.01,-0.025,0.044227499999999996
0.015,-0.01,-0.025,0.04424725
0.02,-0.01,-0.025,0.044273
0.025,-0.01,-0.025,0.044304750000000004
0.03,-0.01,-0.025,0.0443405
0.035,-0.01,-0.025,0.044381666666666666
0.04,-0.01,-0.025,0.04442
-0.04,-0.005,-0.025,0.044464333333333335
-0.035,-0.005,-0.025,0.04441985714285714
-0.03,-0.005,-0.025,0.04438225
-0.025,-0.005,-0.025,0.044347375
-0.02,-0.005,-0.025,0.0443105
-0.015,-0.005,-0.025,0.04428125
-0.01,-0.005,-0.025,0.044262
-0.005,-0.005,-0.025,0.044236624999999995
0.0,-0.005,-0.025,0.04423025
0.005,-0.005,-0.025,0.044225625000000005
0.01,-0.005,-0.025,0.044233999999999996
0.015,-0.005,-0.025,0.044249625
0.02,-0.005,-0.025,0.04427725
0.025,-0.005,-0.025,0.04430675
0.03,-0.005,-0.025,0.04433825
0.035,-0.005,-0.025,0.044382285714285714
0.04,-0.005,-0.025,0.04442666666666666
-0.04,0.0,-0.025,0.044463
-0.035,0.0,-0.025,0.044426
-0.03,0.0,-0.025,0.044388
-0.025,0.0,-0.025,0.044351749999999995
-0.02,0.0,-0.025,0.0443175
-0.015,0.0,-0.025,0.044287
-0.01,0.0,-0.025,0.0442595
-0.005,0.0,-0.025,0.04424475000000001
0.0,0.0,-0.025,0.04423
0.005,0.0,-0.025,0.04423175
0.01,0.0,-0.025,0.0442445
0.015,0.0,-0.025,0.044261
0.02,0.0,-0.025,0.044284500000000004
0.025,0.0,-0.025,0.04431575
0.03,0.0,-0.025,0.044348
0.035,0.0,-0.025,0.04439275
0.04,0.0,-0.025,0.0444395
-0.04,0.005,-0.025,0.04445966666666667
-0.035,0.005,-0.025,0.04441185714285714
-0.03,0.005,-0.025,0.04436875
-0.025,0.005,-0.025,0.04433675
-0.02,0.005,-0.025,0.04430175
-0.015,0.005,-0.025,0.044284625
-0.01,0.005,-0.025,0.0442605
-0.005,0.005,-0.025,0.044235625
0.0,0.005,-0.025,0.04423175
0.005,0.005,-0.025,0.044227375
0.01,0.005,-0.025,0.044236000000000004
0.015,0.005,-0.025,0.044254
0.02,0.005,-0.025,0.044281
0.025,0.005,-0.025,0.044311750000000004
0.03,0.005,-0.025,0.0443445
0.035,0.005,-0.025,0.044385
