X,Y,Z,B0
-0.02,0.015,-0.035,0.04562957799179766
-0.015,0.015,-0.035,0.045621790863201755
-0.01,0.015,-0.035,0.045616589528043996
-0.005,0.015,-0.035,0.04561368655791701
0.0,0.015,-0.035,0.04561234248985253
0.005,0.015,-0.035,0.0456112802510347
0.01,0.015,-0.035,0.04560881550008073
0.015,0.015,-0.035,0.0456034295101949
0.02,0.015,-0.035,0.04559452952961307
0.025,0.015,-0.035,0.04558278733686365
0.03,0.015,-0.035,0.04556947598303866
-0.025,0.02,-0.035,0.045637765949732116
-0.02,0.02,-0.035,0.045626518325848915
-0.015,0.02,-0.035,0.045619083606024444
-0.01,0.02,-0.035,0.045614385232996824
-0.005,0.02,-0.035,0.04561161915435608
0.0,0.02,-0.035,0.045610044818158106
0.005,0.02,-0.035,0.04560868815195507
0.01,0.02,-0.035,0.04560636460075461
0.015,0.02,-0.035,0.045602112515402374
0.02,0.02,-0.035,0.04559574283681706
0.025,0.02,-0.035,0.04558803182866206
-0.025,0.025,-0.035,0.045647083782548926
-0.02,0.025,-0.035,0.04563422989890321
-0.015,0.025,-0.035,0.045625365637474165
-0.01,0.025,-0.035,0.0456183187926524
-0.005,0.025,-0.035,0.04561280538372187
0.0,0.025,-0.035,0.045608817339795056
0.005,0.025,-0.035,0.04560588797802053
0.01,0.025,-0.035,0.04560318509701045
0.015,0.025,-0.035,0.04560000356683514
0.02,0.025,-0.035,0.045596289532407665
0.025,0.025,-0.035,0.04559290617555668
-0.015,0.03,-0.035,0.04564791103102268
-0.01,0.03,-0.035,0.045631708337761936
-0.005,0.03,-0.035,0.04561781122557464
0.0,0.03,-0.035,0.04560772328178119
0.005,0.03,-0.035,0.045601269252526076
0.01,0.03,-0.035,0.045597447147512085
0.015,0.03,-0.035,0.04559527191807138
-0.005,0.035,-0.035,0.04562863801047749
0.0,0.035,-0.035,0.04560655053234352
0.005,0.035,-0.035,0.04559385707034331
0.0,-0.04,-0.03,0.04575503857792134
-0.015,-0.035,-0.03,0.045709974193408325
-0.01,-0.035,-0.03,0.0457154862390865
-0.005,-0.035,-0.03,0.04571988180687606
0.0,-0.035,-0.03,0.04572253105586278
0.005,-0.035,-0.03,0.045722658402224135
0.01,-0.035,-0.03,0.04572011961656108
0.015,-0.035,-0.03,0.04571637413440256
-0.025,-0.03,-0.03,0.0456799613338406
-0.02,-0.03,-0.03,0.04568133971153463
-0.015,-0.03,-0.03,0.04568410138507126
-0.01,-0.03,-0.03,0.045688464264694806
-0.005,-0.03,-0.03,0.04569473517455898
0.0,-0.03,-0.03,0.04570182176955713
0.005,-0.03,-0.03,0.045708043466821016
0.01,-0.03,-0.03,0.04571255937109213
0.015,-0.03,-0.03,0.04571597115769042
0.02,-0.03,-0.03,0.04571987110955838
0.025,-0.03,-0.03,0.045725582080443535
-0.03,-0.025,-0.03,0.04567750851155453
-0.025,-0.025,-0.03,0.04567710279594201
-0.02,-0.025,-0.03,0.045677446336828666
-0.015,-0.025,-0.03,0.04567791247955602
-0.01,-0.025,-0.03,0.04567958057791559
-0.005,-0.025,-0.03,0.04568339835994988
0.0,-0.025,-0.03,0.04568907144250235
0.005,-0.025,-0.03,0.04569538584888811
0.01,-0.025,-0.03,0.0457011646960094
0.015,-0.025,-0.03,0.04570590305213031
0.02,-0.025,-0.03,0.04570970063283037
0.025,-0.025,-0.03,0.04571261288794695
0.03,-0.025,-0.03,0.04571440258719733
-0.03,-0.02,-0.03,0.04568101102462736
-0.025,-0.02,-0.03,0.04568172107024897
-0.02,-0.02,-0.03,0.045680974697213085
-0.015,-0.02,-0.03,0.045679259493886
-0.01,-0.02,-0.03,0.04567803877465534
-0.005,-0.02,-0.03,0.04567858244107
0.0,-0.02,-0.03,0.04568115136535961
0.005,-0.02,-0.03,0.045684973780705435
0.01,-0.02,-0.03,0.04568878972134517
0.015,-0.02,-0.03,0.0456914680388236
0.02,-0.02,-0.03,0.04569229055539582
0.025,-0.02,-0.03,0.045690810063064385
0.03,-0.02,-0.03,0.04568685498786904
-0.035,-0.015,-0.03,0.04568041322985944
-0.03,-0.015,-0.03,0.04568509933527299
-0.025,-0.015,-0.03,0.04568654026911395
-0.02,-0.015,-0.03,0.045684835273566426
-0.015,-0.015,-0.03,0.04568126164489753
-0.01,-0.015,-0.03,0.04567755085649383
-0.005,-0.015,-0.03,0.04567513574962406
0.0,-0.015,-0.03,0.045674537929429083
0.005,-0.015,-0.03,0.04567522921199802
0.01,-0.015,-0.03,0.045675968328617464
0.015,-0.015,-0.03,0.04567537693259554
0.02,-0.015,-0.03,0.045672409834194565
0.025,-0.015,-0.03,0.045666487368030105
0.03,-0.015,-0.03,0.045657493227352915
0.035,-0.015,-0.03,0.04564629814906544
-0.035,-0.01,-0.03,0.045679223493969495
-0.03,-0.01,-0.03,0.045686066412100615
-0.025,-0.01,-0.03,0.045687600685879126
-0.02,-0.01,-0.03,0.045684916670762625
-0.015,-0.01,-0.03,0.045679800429628575
-0.01,-0.01,-0.03,0.045674166850028314
-0.005,-0.01,-0.03,0.04566951302400449
0.0,-0.01,-0.03,0.04566644564325545
0.005,-0.01,-0.03,0.04566451815580332
0.01,-0.01,-0.03,0.04566249434771809
0.015,-0.01,-0.03,0.045658911894963385
0.02,-0.01,-0.03,0.04565264367399298
0.025,-0.01,-0.03,0.045643168511932765
0.03,-0.01,-0.03,0.045630491636691715
0.035,-0.01,-0.03,0.04561513050878927
-0.035,-0.005,-0.03,0.04567620221079477
-0.03,-0.005,-0.03,0.04568296715399593
-0.025,-0.005,-0.03,0.04568370537541391
-0.02,-0.005,-0.03,0.045679916369909326
-0.015,-0.005,-0.03,0.045673605919541234
-0.01,-0.005,-0.03,0.04566673427405889
-0.005,-0.005,-0.03,0.04566075440578903
0.0,-0.005,-0.03,0.04565622513282143
0.005,-0.005,-0.03,0.04565266919694836
0.01,-0.005,-0.03,0.0456488236220067
0.015,-0.005,-0.03,0.04564320519446821
0.02,-0.005,-0.03,0.045634729429639025
0.025,-0.005,-0.03,0.045623041642838
0.03,-0.005,-0.03,0.04560841448976212
0.035,-0.005,-0.03,0.04559147539724999
-0.04,0.0,-0.03,0.0456624887012996
-0.035,0.0,-0.03,0.04567221082434669
-0.03,0.0,-0.03,0.04567686424097541
-0.025,0.0,-0.03,0.04567596162212768
-0.02,0.0,-0.03,0.04567099567152556
-0.015,0.0,-0.03,0.04566393076022905
-0.01,0.0,-0.03,0.04565657778049495
-0.005,0.0,-0.03,0.04565018920545343
0.0,0.0,-0.03,0.045645158001293644
0.005,0.0,-0.03,0.04564092401217438
0.01,0.0,-0.03,0.04563621149716659
0.015,0.0,-0.03,0.045629590885402735
0.02,0.0,-0.03,0.045620103608768336
0.025,0.0,-0.03,0.045607622681157284
0.03,0.0,-0.03,0.045592754014335546
0.035,0.0,-0.03,0.045576554895437
0.04,0.0,-0.03,0.04556114146066279
-0.035,0.005,-0.03,0.04566934638970114
-0.03,0.005,-0.03,0.04567034779874463
-0.025,0.005,-0.03,0.04566708219401762
-0.02,0.005,-0.03,0.04566086443166196
-0.015,0.005,-0.03,0.04565340912424548
-0.01,0.005,-0.03,0.045646165395206
-0.005,0.005,-0.03,0.04564002700498224
0.0,0.005,-0.03,0.04563513796128584
0.005,0.005,-0.03,0.04563084790927258
0.01,0.005,-0.03,0.04562594403982328
0.015,0.005,-0.03,0.04561915178485028
0.02,0.005,-0.03,0.045609711962759314
0.025,0.005,-0.03,0.045597717540126585
0.03,0.005,-0.03,0.04558402458149948
0.035,0.005,-0.03,0.045570079996454856
-0.035,0.01,-0.03,0.045670886879128236
-0.03,0.01,-0.03,0.04566684848713155
-0.025,0.01,-0.03,0.04566040693849935
-0.02,0.01,-0.03,0.045652636399089466
-0.015,0.01,-0.03,0.04564480339308395
-0.01,0.01,-0.03,0.045637808842929874
-0.005,0.01,-0.03,0.04563207614305106
0.0,0.01,-0.03,0.0456274774571232
0.005,0.01,-0.03,0.04562332536930439
0.01,0.01,-0.03,0.04561856182003666
0.015,0.01,-0.03,0.045612161818278575
0.02,0.01,-0.03,0.0456036107297385
0.025,0.01,-0.03,0.04559316472586912
0.03,0.01,-0.03,0.04558175438578101
0.035,0.01,-0.03,0.04557090324485395
-0.035,0.015,-0.03,0.045680929991630585
-0.03,0.015,-0.03,0.04566983895606721
-0.025,0.015,-0.03,0.04565903377284484
-0.02,0.015,-0.03,0.04564905409061433
-0.015,0.015,-0.03,0.045640355347297205
-0.01,0.015,-0.03,0.045633114337827886
-0.005,0.015,-0.03,0.04562727884516192
0.0,0.015,-0.03,0.04562253589325252
0.005,0.015,-0.03,0.04561826030569754
0.01,0.015,-0.03,0.045613628211171264
0.015,0.015,-0.03,0.04560791186594362
0.02,0.015,-0.03,0.045600841696185335
0.025,0.015,-0.03,0.045592785650669654
0.03,0.015,-0.03,0.04558462927568809
0.035,0.015,-0.03,0.045577729281456286
-0.03,0.02,-0.03,0.045682726152052266
-0.025,0.02,-0.03,0.04566591015598554
-0.02,0.02,-0.03,0.04565270799271851
-0.015,0.02,-0.03,0.04564207599017362
-0.01,0.02,-0.03,0.04563330437968121
-0.005,0.02,-0.03,0.04562604562544942
0.0,0.02,-0.03,0.045620037848159656
0.005,0.02,-0.03,0.045614876578376255
0.01,0.02,-0.03,0.04561001697224014
0.015,0.02,-0.03,0.04560499916605813
0.02,0.02,-0.03,0.045599742925257654
0.025,0.02,-0.03,0.04559471318752408
0.03,0.02,-0.03,0.04559086035954416
-0.03,0.025,-0.03,0.04571028919454199
-0.025,0.025,-0.03,0.045685576046831225
-0.02,0.025,-0.03,0.045667680786799815
-0.015,0.025,-0.03,0.04565306489692874
-0.01,0.025,-0.03,0.04564021448043945
-0.005,0.025,-0.03,0.04562900622957016
0.0,0.025,-0.03,0.045619679260190706
0.005,0.025,-0.03,0.04561223978365681
0.01,0.025,-0.03,0.04560640819953826
0.015,0.025,-0.03,0.045601853439079125
0.02,0.025,-0.03,0.045598531944959504
0.025,0.025,-0.03,0.04559699040507975
0.03,0.025,-0.03,0.04559858737409006
-0.025,0.03,-0.03,0.04572721341293231
-0.02,0.03,-0.03,0.045702189580479155
-0.015,0.03,-0.03,0.045679426856189136
-0.01,0.03,-0.03,0.04565753871124003
-0.005,0.03,-0.03,0.04563782555375323
0.0,0.03,-0.03,0.04562168619440982
0.005,0.03,-0.03,0.04560969555455863
0.01,0.03,-0.03,0.04560170650830257
0.015,0.03,-0.03,0.04559724702040051
0.02,0.03,-0.03,0.04559597558203948
0.025,0.03,-0.03,0.045598299418542675
-0.015,0.035,-0.03,0.04573181251409107
-0.01,0.035,-0.03,0.045691944188992625
-0.005,0.035,-0.03,0.04565597225545144
0.0,0.035,-0.03,0.045627299267854804
0.005,0.035,-0.03,0.04560713635877237
0.01,0.035,-0.03,0.04559524046763949
0.015,0.035,-0.03,0.04559060251803921
0.0,0.04,-0.03,0.045639654924478926
-0.015,-0.04,-0.025,0.045773610726857
-0.01,-0.04,-0.025,0.045773308475513606
-0.005,-0.04,-0.025,0.04575988048589922
0.0,-0.04,-0.025,0.04573876942842319
0.005,-0.04,-0.025,0.04571590838862733
0.01,-0.04,-0.025,0.04569278754110665
0.015,-0.04,-0.025,0.04566871119281172
-0.025,-0.035,-0.025,0.045722021614724655
-0.02,-0.035,-0.025,0.04572350453029049
-0.015,-0.035,-0.025,0.04572681749734984
-0.01,-0.035,-0.025,0.0457276745887885
-0.005,-0.035,-0.025,0.04572433540400914
0.0,-0.035,-0.025,0.045717432887573364
0.005,-0.035,-0.025,0.045708135609243215
0.01,-0.035,-0.025,0.04569707621666082
0.015,-0.035,-0.025,0.04568486523741997
0.02,-0.035,-0.025,0.04567295058026572
0.025,-0.035,-0.025,0.045663475627324736
-0.03,-0.03,-0.025,0.045703346356778946
-0.025,-0.03,-0.025,0.04570030402816328
-0.02,-0.03,-0.025,0.04570022027279844
-0.015,-0.03,-0.025,0.04570124156259519
-0.01,-0.03,-0.025,0.045702071982541205
-0.005,-0.03,-0.025,0.045702051781500115
0.0,-0.03,-0.025,0.04570083953568199
0.005,-0.03,-0.025,0.045698188402195535
0.01,-0.03,-0.025,0.04569401639132932
0.015,-0.03,-0.025,0.04568864144589904
0.02,-0.03,-0.025,0.04568282768389999
0.025,-0.03,-0.025,0.04567743442814082
0.03,-0.03,-0.025,0.045673126043198446
-0.035,-0.025,-0.025,0.045695088440042185
-0.03,-0.025,-0.025,0.045691270999791915
-0.025,-0.025,-0.025,0.045689816418006034
-0.02,-0.025,-0.025,0.045689265148265545
-0.015,-0.025,-0.025,0.045688981876389576
-0.01,-0.025,-0.025,0.045688869008226836
-0.005,-0.025,-0.025,0.045688938748720834
0.0,-0.025,-0.025,0.045688962783686206
0.005,-0.025,-0.025,0.0456884740188725
0.01,-0.025,-0.025,0.04568702051372245
0.015,-0.025,-0.025,0.04568440634459477
0.02,-0.025,-0.025,0.04568071567613274
0.025,-0.025,-0.025,0.045676175319986495
0.03,-0.025,-0.025,0.045671312555668725
0.035,-0.025,-0.025,0.04566823557462028
-0.035,-0.02,-0.025,0.04568603859391358
-0.03,-0.02,-0.025,0.04568586247445057
-0.025,-0.02,-0.025,0.04568571026666
-0.02,-0.02,-0.025,0.04568487665012098
-0.015,-0.02,-0.025,0.0456834802609772
-0.01,-0.02,-0.025,0.04568201596144334
-0.005,-0.02,-0.025,0.04568090889877534
0.0,-0.02,-0.025,0.04568018922980044
0.005,-0.02,-0.025,0.045679467036787554
0.01,-0.02,-0.025,0.045678144982563146
0.015,-0.02,-0.025,0.04567567753793
0.02,-0.02,-0.025,0.0456717224179826
0.025,-0.02,-0.025,0.04566618389485296
0.03,-0.02,-0.025,0.04565946993568414
0.035,-0.02,-0.025,0.045653444608365144
-0.04,-0.015,-0.025,0.04567683332838348
-0.035,-0.015,-0.025,0.04568040630350132
-0.03,-0.015,-0.025,0.04568309463620849
-0.025,-0.015,-0.025,0.0456838344435174
-0.02,-0.015,-0.025,0.04568266511181609
-0.015,-0.015,-0.025,0.045680233722956674
-0.01,-0.015,-0.025,0.045677388185083975
-0.005,-0.015,-0.025,0.045674797769237656
0.0,-0.015,-0.025,0.04567267659819177
0.005,-0.015,-0.025,0.04567073366101297
0.01,-0.015,-0.025,0.045668331513662695
0.015,-0.015,-0.025,0.045664761698789844
0.02,-0.015,-0.025,0.045659472662198705
